name,ratings,date,helpful,comment,developer_comment
ll헿,1,2020-09-04,0,아니 알람 이따구야요 갑자기 새알람 뜨고 확인해도 새알람 계속떠있고 헷갈리게스리ㅡㅡ,
이딸랑,1,2020-09-03,56,와 진짜 비밀번호 찾기 하려고 해도 메일 치려고 하면 계속 복붙되어서 뒤에 똑같은 글씨 쳐지고 계속 쳐지고 지워도 하나 쓰면 나오고 나는 바이러스 먹은 줄 알았네요. 게다가 메일이 틀렸다고 말해주지도 않고 여러 개 입력해도 전송했다고 하는데 오지도 않고 옛날이 정말 좋았는데 마냥 화나기만 하네요.,
ชีวิต,5,2020-09-03,0,카메라 타이머좀 만들어 주세요 😑😑,
나월,1,2020-09-03,1,아니;:ㅋㅎ 뭐죠 깔았는데 접속은 안돼고 계속 업뎃 하라고만 하고,
김영근,3,2020-09-03,23,주요업무교환을 라인으로 하고 있습니다. 정보를 주고받다보면 예전내용을 찾을때 돋보기찾기로 두글자만 입력해도 다떴는데 업데이트이후 검색이 안뜸니다. 백업후 어플삭제후 제설치등 별짓을다했지만 안뜸니다 단 PC에서만 검색이 되네요 오류확인 부탁드립니다,
김도윤,1,2020-09-02,0,sms인증이안되다네요 빨리고쳐주세요,
코렌[Koren],1,2020-09-02,3,저기요? ㅋㅋ 아니 가입할려는데 인증번호가 와서 쳤는데 안맞데요ㅋㅋ 다시 확인좀 해주세요!! 진짜 로그인을 몇번을 시도하시는지 아세요?? 제발 다시 확인좀 부탁드려요,
도채비,1,2020-09-02,7,라인 오류인듯? 상대방한테 메시지가 안들어가서 지웟다 다시깔었는데 왜 로그인이 안되죠? 인증조차안되네,
ᄋᄋᄋᄋᄋ,1,2020-09-02,0,우리 학원에서 써서 1점임 ㅋㅋㄹㅃㅃ,
몰라,1,2020-09-01,0,왜 업데이트가 안 될까요.,
Sean Christopher,1,2020-09-01,0,계정 안찾아진다 쓰레기들아,
고명옥,4,2020-09-01,0,아직안해봐서모름니다.다운로드가너무느저오,
이지영,4,2020-09-01,0,그럭저럭좋아요,
Jin Lee,1,2020-08-31,1,앱을 만들기만하면 뭐하나요 고객센터는 꽁꽁숨겨서 문제생겨도 질문할곳도 없고 카카오는 고객센터 운영이라도 하는데 장난하는것도아니고,
장문희rnrneks990@naver.com,1,2020-08-31,0,ㅅ2222발 아이디 검색 제한 왜만든거냐 빡대갈텅들 ㅉㅉ 니들은 카카오톡 이길생각하지마라 ㅋㅋㅋㅋㅋㅋㅋ,
リコー,5,2020-08-31,4,일본인이랑 대화나눌수있어서 좋은거같아요 満足します。,
cute CHEON,4,2020-08-31,1,가족끼리 라인쓰는데요ㅠㅠ.. 오늘 하루종일 안되는데.. 저만그런가요 ??? 암만 기사든 네이버든 찾아봐두 그런말도없구.. 왜안되는지 답답하네용 ㅠㅠㅠ,
Seok Hoon Lee,1,2020-08-31,10,폰초기화로 다시 로그인 하려 비밀번호 재설정하려는데 그 전 비밀번호 입력하라고만 하네요. 비밀번호 재설을 해도 안되요... 이봐요 좀 어떻게좀 해봐요,
Haymitch mr,1,2020-08-31,18,로그인할때 연락처로 친구추가가 있길래 카톡처럼 친구로 등록만 되는건 줄 알았는데 자동으로 그사람한테 알림까지 가는건 도대체 무슨 이유로 추가한건가요? 덕분에 불편한 사람한테까지 연락이 오네요 ^^,
김민호,5,2020-08-31,1,좋아요,
이창용,5,2020-08-30,1,아주좋아,
M.Saint Kim,5,2020-08-30,2,이제 사용 안하기로 했어요.,
한정희,5,2020-08-30,0,무슨 검색이든 전부 가능해서,
김석환,1,2020-08-30,0,이거 친추걸수있는거 맞나요? 서로 프로필있는거 했는대 왜 친추가 안되요?,
정윤호,1,2020-08-30,0,아니 다운될거면 되고 알되거면 안되야지ㅡㅡ 되다말어,
Park inchan,1,2020-08-29,0,로그아웃 없는거 레게노 ㄷㄷ 누구머리에서 나온건진 몰라도 대단하네요. 중학생 앉혀놓고 아이디어 내라해도 이런 생각은 못할듯.,
김진아,1,2020-08-29,10,라인 앱에서만 글자크기 따로 수정되도록 다시 고쳐주세요 글씨가 뭔 다같이 보자는 것도 아니고 컴퓨터보다 글씨가 더 큽니다 줄이면 또 기본 글씨크기가 눈이 멀게 작아집니다 빨리 고쳐주세요,
다니엘오,2,2020-08-29,1,그룹 채팅하는데 이상한 놈들이 들어와서 자꾸 멤버들을 강퇴시키네요 방장 설정 가능하게 업데이트가 필요합니다,
마인툰Minetoon,3,2020-08-29,0,좋은데 설치가느려요,
신익호,5,2020-08-29,1,좋아요,
곽성준,1,2020-08-29,0,설치가 너무느려요,
쓸떼없이먹방,5,2020-08-29,2,통화도 가능하고 스티커도 있어서 별5개입니다.,
임전무퇴IM-JUN-MOO-Tae,3,2020-08-29,0,오 좋네요,
동지팬,1,2020-08-29,0,쓰래기,
ᄏᄏᄏ,5,2020-08-28,0,업댓 시간만 좀 줄일수있개해주새요,
초원냥,5,2020-08-28,0,업데이트가 않돼요,
hayomi gaming,4,2020-08-28,1,나쁘지 않네요,
김은조대머리,1,2020-08-28,0,인증기능을 사용할수 없어다고 해서 로그인이 안되요,
3 9,1,2020-08-28,0,설치 개오래걸림.이거 설치하시려면 적어도 10분은 기다려야됨요,
이광영,1,2020-08-28,9,알림창에 새로운 글을 모두 읽었는데 사라지지 않아요~~ 알링창으로 들어가면 사라지는데 어플실행해서 새로운 글 읽으면 알림창에 계속 있어요 개선이 안되고 있어요.,
박종석,5,2020-08-28,1,좋아요,
최재은,1,2020-08-28,2,친구추가 기능이 왜 없어진겁니까. 다들 불편해 하는데 본사에 무슨 일 때문에 막았는지 전화 해도 됩니까. 궁금합니다.,
Ji Ho Kang,5,2020-08-27,41,글자 크기를 앱에서 할 수 있도록 재수정해주셔서 감사합니다!!,
도도밤,1,2020-08-27,0,왜 바로바로 안 깔리는 거죠? 급한데 안 깔리니까 답답하네요,
REVE KIM,5,2020-08-27,4,카톡 보다 사용하다보면 편리한듯,
정준희,5,2020-08-27,27,글자크기 다시 앱에서 조절 할 수 있게 바꿔주셔서 감사합니다. 라인 짱!,
토니스따끄,1,2020-08-27,1,CS 안하겠다 이거지? 개선될때까지 쓴다 내가!! 당장 대화창 글자 다시 작게 하라고!!! 안되면 롤백을 하등가!!!,
zizon swag,5,2020-08-26,1,너무 좋아요 그리고 업데이트 하면서 기능이 좋아진 것 같아요,
존재감없다,1,2020-08-26,0,한번 탈퇴하면 재가입이 안됨.. 최악임..,
남종호,4,2020-08-26,0,좋아요,
Sunny kim,1,2020-08-26,0,음성 통화 수신 화면이 안뜸. 답변은 언제나 체크중이라고 하며 케쉬삭제하라는 되도 않는 답변만 옴,
罗伯托伯尔尼,5,2020-08-26,0,罗伯托☆伯尔尼,
장병철,4,2020-08-26,2,비빌번호를 잊어버렸는데 인증메일이 오지않습니다ㅜㅜ,
쁠몬,5,2020-08-26,0,개좋다.....중꿔인들 이거 ㅈㅌㄴ쓰던데,
죠님,1,2020-08-26,0,업뎃한다고 계정이 사라지네요ㅋㅋㅋㅋㅋ 계정복구좀 부탁드려요,
추억의옛계정초코여우초여,5,2020-08-26,0,Pc해볼려는데 이메일 잃어버렸어요. 좀만 도와주세요,
최호철,5,2020-08-26,0,매우 좋습니다,
구해룡,5,2020-08-25,0,스트레스 날아갑니다,
킴제냐,1,2020-08-25,5,문자가 왜 오늘 안보내지죠? 아침까진 되었는데 ㅡㅡ혹시 어제 업데이트해서 그런건가? 기존대화 메세지 전부 사라진것도 모자라서 이젠 문자도 전송이 안되는건가요?,
U mine,1,2020-08-25,0,너무안 떠요,
정지희,1,2020-08-25,0,아니로그인할려면오류나고진짜 답변도안해주네요그럼왜이런걸안고쳐요,
Yoon 10,4,2020-08-24,0,쓴적이있어서 깔아봅니다,
핵크랙,1,2020-08-24,27,"폰을 바꾸고, 자동으로 설치가 안되어있어서 뒤늦게 설치했는데, 이전폰에서 비번을 받아오라고 함. 근데 이전폰은 이미 공장초기화 한 상태임. 결국 라인속 데이터랑 연락처 다 날림. 한심하다 네이버",
오민수,3,2020-08-24,3,글자크기를 예전처럼 기기와 별도로 조정할수 있게 해주세요. 너무 불편하네요,
장준영,5,2020-08-24,1,라인에 교환시스템을 좀 넣는건 어때요?,
김승빈,1,2020-08-24,2,친추가 왜 안되죠 친추하려면 정상적으로 처리하지 못했습니다가 뭐죠,
Gg Yy,1,2020-08-24,0,이거왜 로그인기능안돼냐 일시적으로 사용할수없다고뜨네,
이호석,1,2020-08-24,0,이게 어케 4.1이냐 다 1점밖에없고 실제로 앱수준도 1점이구만,
서영,3,2020-08-24,2,메세지를 확인했는데도 톡 표시가 사라지지 않아요,
Kc Lee,4,2020-08-24,71,"잘사용하고있다가... 다른폰으로 기변을하여, 새로설치했으나, 비번을 잃어버려서 이메일로 임시비번을 받을려고했는데 메일이 안옵니다. 사용하고싶은데...답답하네요ㅜㅜ 고객센터 연락처도없고요ㅜㅜ 도와주세요~~~",
Heesoo Kim,4,2020-08-24,67,다 좋은데 이번 업데이트 하고나서 글씨가 넘 커졌어요;; 가장 작게 해서 사용하고 있었는데 커지니까 넘 이상함; 어떤분은 작아졌다고 하는데 저는 더 커졌네요;; 기존처럼 사용하게 해주세요 ㅠ,
riverside moon,1,2020-08-24,0,설치하는데 하루종일 걸림ㅋㅋ,
ᄋᄅᄅddd,1,2020-08-23,0,렉이 너무 심해서 연인하고 대화 불가능임...다른 앱은 다 멀쩡한데 라인만 들어오면 렉 오짐;; 쓰레기 어플,
시현,1,2020-08-23,1,알람이 지멋대로 제대로왓다가 왓는데도 알람안울려서 확인하면 메세지뜨고 업데이트할거면 이런기본적인거부터 고치시길,
조용호,5,2020-08-23,83,s8+쓰다가 최근에 노트20울트라로 갈아타서 계속 잘 사용중인데요. 잠금화면에서 알림이 있어서 대화를 확인해도 알림이 남아있어요. 그래서 화면 열린 상태에서 다시 한번 알림을 눌러야 알림이 사라져요. 확인 부탁드릴게요.,
변백반,3,2020-08-23,7,제발 프로필 누르면 친추 할 수 있었던 때가 그리워요 라디 들고 가기 넘 귀찮은데 다시 그 친추 만들어주심 안될까요 그거 말곤 완벽합니다,
정흥규,1,2020-08-23,1,최악의앱,
Jung Charming,1,2020-08-22,6,전화소리가 갑자기 왜이렇게 커졌을까요ㅠㅠ 그리고 블루투스 이어폰 사용시 볼륨 조절이 안돼요..,
김기원,3,2020-08-22,5,인증기능을 사용할후없다고 하루종일 떠서 로그인을 계속못하고있습니다~,
Olivia oh,2,2020-08-22,1,갑자기 왜 구글연동이 안되죠?,
임은마,1,2020-08-22,0,전화번호를잘못입력했습니다 확인후다시입력해주세요,
Gracella,5,2020-08-22,0,Bangus bat ini Apk,
워너원편집계워너원,1,2020-08-22,1,저여친하고예기하고자려하는데여친이나가져서요.ㅠㅠㅠㅠ이버그수정해주세요.ㅠㅠㅠ,
김현준,2,2020-08-22,0,이거 저장기간 지난동영상 같은거 복구 안돼나여?,
날라리호떡,1,2020-08-21,11,"글자 크기를 예전으로 돌려주세요,,, 설정에서 크기를 키우면 다른앱들은 글자크기가 커지는데 라인은 최대로 키워도 쥐며느리 똥보다 작음,,, 생각좀 하고 업뎃 좀 해주세요 젭알!",
김유진,3,2020-08-21,2,이거 라인 내에서 글씨크기 조절하는 거 다시 만들어주세요...,
봄봄봄,1,2020-08-21,26,개발자에게 메일 보냈더니 가지도 않는 메일 주소는 왜 적어둔 겁니까 대체... 메신져가 소통이 아니라 불통이네요... ________________________________________________ 라인어플을 설치하고 인증번호를 받으니  같은 핸드폰 번호의 기존 계정이 있어서 비번을 입력하게 되어 있는데 기억이 나지 않아서 비밀번호 찾기를 누르니 등록된 이메일 계정으로 비번설정 메일을 보내준다고 나오는데 메일은 오지 않습니다. 또 다른 방법으로 이전하는 방식을 써보니 등록된 메일이 없다고 나옮니다 라인은 비번 잃어버리고 등록한 메일이 없거나 잊어버리면 기존 번호로 두 번 다시는 사용 못하는 메신져 인지요? 비번을 모르니 기존번호 계정을 탈퇴 할 수도 없고 답답하네요 제 폰 번호를 바꾸지 않는 이상 사용 못하는 건가요? 라인 홈피에는 뭐 질문도 못하게 되어있고요 회신 좀 부탁합니다,
ddori kim,1,2020-08-21,0,알림이 3시간뒤에 옵니다,
Sooin Park,3,2020-08-20,14,대화창 글씨 크기좀 따로 조절할수있게 해주세요 너무 작아서 보기불편하고 핸폰의 기본글자를 바꾸면 다른게 보기 불편합니다..라인에서 따로 조절할수있게 해주세요..카톡처럼.,
조현우,5,2020-08-20,0,개선을 위해,
경북서부 구미김예원,1,2020-08-20,1,가입이 안 돼요 인증번호도 안되고 페북으로도 안 돼요,
SoRa Shin,1,2020-08-20,500,"아니 정도가 지나치시네요 ㅋㅋㅋㅋㅋ 앱으로 갑질 받나 싶을 정도로 라인 측은 무성의에 되는 대로가 선두인 듯. 앱을 쓰라고 만들어 놓고서, 업데이트는 시도 때도 없이 하는데 죄다 다른 앱 따라하면서 사람들 피드백은 1도 안 받고 나아지는 거는 하나도 없으면서 뭐 엄청난 거 업데이트 해둔 것처럼... 예; 잘 봤고요. 대화방 글씨 크기도 정도가 없고, 대화창 밀어서 답도 안 되는데 아이폰 맞춰서 안드로이드 시스템에 껴맞춰 놓고요. 친구 신청 기능 없애놓고 친구 신청 받으면 알림 설정 상태 기능도 안 없애는 무책임한 라인 측은 어떻게 하시려나요. 사람들 피드백을 받든, 일 할 거면 제대로 하시든, 이도 저도 싫으면 그냥 앱 터뜨리세요; 대책이 없네.",
강희재,1,2020-08-20,4,설치해서 휴대폰 인증 받으려는데 일시적으로 중지됐다고 뜨네요....이거 뭐 어떻게 해야하나요?,
KD Park,1,2020-08-20,0,전화번호 인증이 계속 안됨,
Kwang Min Lee,5,2020-08-20,1,굿,
2048 len,3,2020-08-20,0,7월달 버전때가 좋았던거 같네요. 사용에 불편한건 없는데 평들이 별하나가 ㄷㄷ,
김원준,1,2020-08-20,55,"폰트 크기를 폰 설정과 연동되게 바꿨으면 1:1 연동이 되게 해야지 라인 혼자 글자 크기가 코딱지만하게 작게 나오네요. 앱에서 폰트 크기 설정을 할 수 있도록 되돌리든가 똑바로 1:1 대응되도록 만들든가 해야 하는데, 예산을 대체 어디다 갖다 부은 걸까요. 0.00001점이 없어서 별 하나 던지고 갑니다.",
한근택,5,2020-08-19,1,좋아요,
사쟁씌,1,2020-08-19,25,아니 장난하세요? 예전 계정으로 하려면 기존 기기로 인증을 해야한다고요? 4년 전인가 3년 전에 만든건데 어떻게 예전 기기로 하라는거에요? 지금이면 그 기기 이미 팔았는데 진짜 무책임하시네요,
변미정,1,2020-08-19,1,비번찾기 진짜 어려우네요. ㅋㅋㅋ 사용하지 말라는건가???,
손정민,1,2020-08-19,0,알림확인해도 계속옴 알림 늦음 걍 카톡써요,
Jinjoo park,1,2020-08-19,3,라인 업데이트 이후 검색기능이 안되네요. 블루투스 기능하고도 충돌이 있는듯 하고요. 수정좀 해주세요,
김재준,1,2020-08-19,1,핸드폰이 망가져서 같은 핸드폰으로 다시 바꾸었는데 데이터 동기화가 다되면 오류가 발생했다고만 뜨는데 이거 뭡니까 좀 고쳐주세요 빨리,
이미지,3,2020-08-19,0,영상통화 고양이필터 복원시켜주세요,
저를 누르면 이름이 바껴요,1,2020-08-18,0,왜 메세지가 안 보내지죠?,
정지철,5,2020-08-18,1,안돼,
박수민,5,2020-08-18,0,라인 사용하지않는데 결제하지도 않은것이 결제되어있습니다,
은서,3,2020-08-18,122,글씨 크기 좀 줄일 수 있게 해주세요 폰 크기에 맞춰서 사용하려니 너무 큽니다 폰 글씨도 작은데 라인에는 적용이 안되는지 글씨가 사용하기에 너무 커요...,
임은미,1,2020-08-18,0,전화번호를잘못입력했습니다 확인후다시입력해주세요,
김에코,1,2020-08-18,20,"비번 까먹어서 재설정 했는데 로긴 안됨ㅎ 재설정 메일만 다섯번 받았고, 혹시 이 메일이 아니었나 싶어서 다른 메일 써봤는데 거긴 아예 안오고... 그럼 처음 썼던게 맞는건데 비번 재설정해서 바꿔놓으면 그거 아니라고 고르인 안되고... 문의는 어따 넣는건지도 모르겠고...",
Wonpyo Kim,5,2020-08-17,0,9.10.2(android4.4)-10.4.1(android5.0),
이가연,2,2020-08-17,3,업뎃 후 검색이 안됩니다. 오늘이고 어제고 방금전에 쓴거마저 검색이 안되요. 업데이트 취소해주시던지 검색 다시 가능하게 고쳐주세요. 빨리요 . 급해요 .,
